Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Masoor,2013,Rabi       ,Nagaland,2070,1680,1350.9,299094.3,558.9,0.812222222
Mesta,2013,Kharif     ,Nagaland,1830,2030,1350.9,264416.7,494.1,1.106363636
Moong(Green Gram),2013,Kharif     ,Nagaland,330,330,1350.9,47681.7,89.1,1
Peas & beans (Pulses),2013,Kharif     ,Nagaland,2320,3080,1350.9,335216.8,626.4,1.323
Peas & beans (Pulses),2013,Rabi       ,Nagaland,7090,7640,1350.9,1024434.1,1914.3,1.077272727
Potato,2013,Rabi       ,Nagaland,7040,70540,1350.9,1017209.6,1900.8,10.01090909
Ragi,2013,Kharif     ,Nagaland,320,300,1350.9,46236.8,86.4,0.965714286
Rapeseed &Mustard,2013,Rabi       ,Nagaland,27180,27460,1350.9,3927238.2,7338.6,1.01
Rice,2013,Kharif     ,Nagaland,185670,419640,1350.9,26827458.3,50130.9,2.203636364
Rice,2013,Rabi       ,Nagaland,3810,10000,1350.9,550506.9,1028.7,2.633333333
Sesamum,2013,Kharif     ,Nagaland,3570,2150,1350.9,515829.3,963.9,0.603636364
Small millets,2013,Kharif     ,Nagaland,8670,9750,1350.9,1252728.3,2340.9,1.121111111
Soyabean,2013,Kharif     ,Nagaland,24750,31060,1350.9,3576127.5,6682.5,1.238181818
Sunflower,2013,Kharif     ,Nagaland,260,200,1350.9,37567.4,70.2,0.721666667
Sunflower,2013,Rabi       ,Nagaland,2050,1300,1350.9,296204.5,553.5,0.64
Sweet potato,2013,Kharif     ,Nagaland,1490,12680,1350.9,215290.1,402.3,8.509090909
Tapioca,2013,Kharif     ,Nagaland,2080,42040,1350.9,300539.2,561.6,20.20272727
Urad,2013,Rabi       ,Nagaland,760,610,1350.9,109812.4,205.2,0.803
Wheat,2013,Rabi       ,Nagaland,3000,5470,1350.9,433470,810,1.824444444
Arhar/Tur,2013,Kharif     ,Punjab,2900,2600,586.6,419021,783,0.92375
Bajra,2013,Kharif     ,Punjab,800,800,586.6,115592,216,1
Barley,2013,Rabi       ,Punjab,12000,46000,586.6,1733880,3240,3.8125
Cotton(lint),2013,Kharif     ,Punjab,446000,1495000,586.6,64442540,120420,3.409090909
Gram,2013,Rabi       ,Punjab,1900,2370,586.6,274531,513,1.224285714
Groundnut,2013,Kharif     ,Punjab,1300,2400,586.6,187837,351,1.85
Guar seed,2013,Kharif     ,Punjab,37100,30400,586.6,5360579,10017,0.914444444
Maize,2013,Kharif     ,Punjab,130000,507000,586.6,18783700,35100,4.231428571
Masoor,2013,Rabi       ,Punjab,900,630,586.6,130041,243,0.664
Moong(Green Gram),2013,Kharif     ,Punjab,4600,3800,586.6,664654,1242,0.860833333
Peas & beans (Pulses),2013,Rabi       ,Punjab,900,1260,586.6,130041,243,1.45
Rapeseed &Mustard,2013,Rabi       ,Punjab,32000,41800,586.6,4623680,8640,1.293529412
Rice,2013,Kharif     ,Punjab,2851000,11267000,586.6,411940990,769770,3.834090909
Sesamum,2013,Kharif     ,Punjab,4100,1400,586.6,592409,1107,0.265555556
Sugarcane,2013,Whole Year ,Punjab,89000,6675000,586.6,12859610,24030,77.713125
Urad,2013,Kharif     ,Punjab,2200,1050,586.6,317878,594,0.464
Wheat,2013,Rabi       ,Punjab,3512000,17620000,586.6,507448880,948240,4.936818182
Arhar/Tur,2013,Kharif     ,Telangana,261516,138315,1348.7,37786446.84,70609.32,0.577777778
Arhar/Tur,2013,Rabi       ,Telangana,1398,922,1348.7,201997.02,377.46,0.61
Bajra,2013,Kharif     ,Telangana,4281,4033,1348.7,618561.69,1155.87,0.964
Bajra,2013,Rabi       ,Telangana,8937,8419,1348.7,1291307.13,2412.99,0.97
Banana,2013,Whole Year ,Telangana,1522,47401,1348.7,219913.78,410.94,31.14714286
Cashewnut,2013,Kharif     ,Telangana,4235,2710,1348.7,611915.15,1143.45,0.635
Castor seed,2013,Kharif     ,Telangana,78475,55516,1348.7,11338852.75,21188.25,0.60625
Castor seed,2013,Rabi       ,Telangana,1358,964,1348.7,196217.42,366.66,0.713333333
Coconut ,2013,Whole Year ,Telangana,428,6956712,1348.7,61841.72,115.56,16254
Coriander,2013,Whole Year ,Telangana,1378,978,1348.7,199107.22,372.06,0.701428571
Cotton(lint),2013,Kharif     ,Telangana,1712830,4265305,1348.7,247486806.7,462464.1,2.458888889
Cowpea(Lobia),2013,Kharif     ,Telangana,2162,1209,1348.7,312387.38,583.74,0.515
Cowpea(Lobia),2013,Rabi       ,Telangana,8572,6669,1348.7,1238568.28,2314.44,0.75
Dry chillies,2013,Kharif     ,Telangana,54378,171985,1348.7,7857077.22,14682.06,2.717777778
Dry chillies,2013,Rabi       ,Telangana,24557,107792,1348.7,3548240.93,6630.39,4.40625
Ginger,2013,Kharif     ,Telangana,1767,12703,1348.7,255313.83,477.09,6.776666667
Ginger,2013,Rabi       ,Telangana,4,26,1348.7,577.96,1.08,6.5
Gram,2013,Kharif     ,Telangana,54,73,1348.7,7802.46,14.58,1.35
Gram,2013,Rabi       ,Telangana,113374,194546,1348.7,16381409.26,30610.98,1.525555556
Groundnut,2013,Kharif     ,Telangana,21394,32071,1348.7,3091219.06,5776.38,1.25875
Groundnut,2013,Rabi       ,Telangana,188660,323072,1348.7,27259483.4,50938.2,1.644444444
Horse-gram,2013,Kharif     ,Telangana,507,315,1348.7,73256.43,136.89,0.61
Horse-gram,2013,Rabi       ,Telangana,2437,1165,1348.7,352122.13,657.99,0.481428571
Jowar,2013,Kharif     ,Telangana,70833,76868,1348.7,10234660.17,19124.91,0.951428571
Jowar,2013,Rabi       ,Telangana,36331,32017,1348.7,5249466.19,9809.37,0.906666667
Linseed,2013,Rabi       ,Telangana,229,112,1348.7,33088.21,61.83,0.49
Maize,2013,Kharif     ,Telangana,552897,2436849,1348.7,79888087.53,149282.19,4.022222222
Maize,2013,Rabi       ,Telangana,197322,1074644,1348.7,28511055.78,53276.94,5.292222222
Masoor,2013,Rabi       ,Telangana,382,196,1348.7,55195.18,103.14,0.51
Mesta,2013,Kharif     ,Telangana,25,229,1348.7,3612.25,6.75,9.155
Mesta,2013,Rabi       ,Telangana,85,780,1348.7,12281.65,22.95,9.18
Moong(Green Gram),2013,Kharif     ,Telangana,110951,73489,1348.7,16031309.99,29956.77,0.656666667
Moong(Green Gram),2013,Rabi       ,Telangana,12516,11549,1348.7,1808436.84,3379.32,0.9325
Onion,2013,Kharif     ,Telangana,3984,74919,1348.7,575648.16,1075.68,18.82666667
Onion,2013,Rabi       ,Telangana,10794,359826,1348.7,1559625.06,2914.38,31.81375
Other  Rabi pulses,2013,Rabi       ,Telangana,467,660,1348.7,67476.83,126.09,1.315
Other Kharif pulses,2013,Kharif     ,Telangana,346,109,1348.7,49993.54,93.42,0.37
Potato,2013,Whole Year ,Telangana,3512,47411,1348.7,507448.88,948.24,14.71
Ragi,2013,Kharif     ,Telangana,1204,1727,1348.7,173965.96,325.08,1.593333333
Ragi,2013,Rabi       ,Telangana,511,794,1348.7,73834.39,137.97,1.55
Rapeseed &Mustard,2013,Rabi       ,Telangana,843,644,1348.7,121805.07,227.61,0.834
Rice,2013,Kharif     ,Telangana,1166334,3768045,1348.7,168523599.7,314910.18,3.115555556
Rice,2013,Rabi       ,Telangana,828103,2813045,1348.7,119652602.5,223587.81,3.203333333
Safflower,2013,Rabi       ,Telangana,7867,5573,1348.7,1136702.83,2124.09,0.75
Sesamum,2013,Kharif     ,Telangana,5713,1300,1348.7,825471.37,1542.51,0.242857143
Sesamum,2013,Rabi       ,Telangana,18484,7410,1348.7,2670753.16,4990.68,0.392857143
Small millets,2013,Kharif     ,Telangana,882,665,1348.7,127440.18,238.14,0.75
Soyabean,2013,Kharif     ,Telangana,242438,390305,1348.7,35029866.62,65458.26,1.6
Soyabean,2013,Rabi       ,Telangana,14,23,1348.7,2022.86,3.78,1.65
Sugarcane,2013,Kharif     ,Telangana,39309,3376625,1348.7,5679757.41,10613.43,83.91888889
Sunflower,2013,Kharif     ,Telangana,2040,1750,1348.7,294759.6,550.8,0.846666667
Sunflower,2013,Rabi       ,Telangana,17580,16867,1348.7,2540134.2,4746.6,1.084444444
Sweet potato,2013,Whole Year ,Telangana,109,742,1348.7,15749.41,29.43,7.57
Tobacco,2013,Kharif     ,Telangana,2218,3889,1348.7,320478.82,598.86,3.106666667
Tobacco,2013,Rabi       ,Telangana,3839,9718,1348.7,554697.11,1036.53,2.968333333
Turmeric,2013,Kharif     ,Telangana,49638,252061,1348.7,7172194.62,13402.26,4.785555556
Urad,2013,Kharif     ,Telangana,32090,26377,1348.7,4636684.1,8664.3,0.83125
Urad,2013,Rabi       ,Telangana,9473,9028,1348.7,1368753.77,2557.71,0.912857143
Wheat,2013,Rabi       ,Telangana,7039,4366,1348.7,1017065.11,1900.53,0.74
other oilseeds,2013,Kharif     ,Telangana,3645,45575,1348.7,526666.05,984.15,8.973333333
Arhar/Tur,2013,Kharif     ,Tripura,3854,2758,2043.5,556864.46,1040.58,0.73
Cotton(lint),2013,Kharif     ,Tripura,949,1395,2043.5,137121.01,256.23,1.45375
Gram,2013,Rabi       ,Tripura,125,95,2043.5,18061.25,33.75,0.753333333
Groundnut,2013,Kharif     ,Tripura,262,284,2043.5,37856.38,70.74,1.11875
Groundnut,2013,Rabi       ,Tripura,351,441,2043.5,50715.99,94.77,1.21125
Jute,2013,Kharif     ,Tripura,643,5370,2043.5,92907.07,173.61,8.3425
Maize,2013,Kharif     ,Tripura,4549,5805,2043.5,657285.01,1228.23,1.29375
Masoor,2013,Rabi       ,Tripura,1857,1275,2043.5,268317.93,501.39,0.68
Mesta,2013,Kharif     ,Tripura,854,7003,2043.5,123394.46,230.58,8.17625
Moong(Green Gram),2013,Kharif     ,Tripura,631,338,2043.5,91173.19,170.37,0.5275
Moong(Green Gram),2013,Rabi       ,Tripura,274,155,2043.5,39590.26,73.98,0.5775
Other  Rabi pulses,2013,Rabi       ,Tripura,906,825,2043.5,130907.94,244.62,0.83875
Other Kharif pulses,2013,Kharif     ,Tripura,1763,1233,2043.5,254735.87,476.01,0.70125
Peas & beans (Pulses),2013,Rabi       ,Tripura,1028,897,2043.5,148535.72,277.56,0.85625
Rapeseed &Mustard,2013,Rabi       ,Tripura,2617,2159,2043.5,378130.33,706.59,0.81125
Rice,2013,Kharif     ,Tripura,254254,711831,2043.5,36737160.46,68648.58,2.775
Sesamum,2013,Kharif     ,Tripura,2824,1706,2043.5,408039.76,762.48,0.595
Sugarcane,2013,Whole Year ,Tripura,964,49598,2043.5,139288.36,260.28,52.1675
Urad,2013,Kharif     ,Tripura,1324,817,2043.5,191304.76,357.48,0.5875
Urad,2013,Rabi       ,Tripura,380,295,2043.5,54906.2,102.6,0.782857143
Wheat,2013,Rabi       ,Tripura,150,300,2043.5,21673.5,40.5,1.93375
Arhar/Tur,2013,Kharif     ,Uttar Pradesh,300644,271380,995.2,43440051.56,81173.88,0.910405405
Bajra,2013,Kharif     ,Uttar Pradesh,918984,1868189,995.2,132783998.2,248125.68,1.4571875
Banana,2013,Summer     ,Uttar Pradesh,2636,114776,995.2,380875.64,711.72,43.58692308
Barley,2013,Rabi       ,Uttar Pradesh,156344,450240,995.2,22590144.56,42212.88,2.875540541
Coriander,2013,Rabi       ,Uttar Pradesh,6732,3684,995.2,972706.68,1817.64,0.55296875
Cotton(lint),2013,Kharif     ,Uttar Pradesh,3901,884,995.2,563655.49,1053.27,0.22125
Dry chillies,2013,Kharif     ,Uttar Pradesh,13766,11114,995.2,1989049.34,3716.82,0.808461538
Garlic,2013,Rabi       ,Uttar Pradesh,37238,218178,995.2,5380518.62,10054.26,5.870166667
Ginger,2013,Kharif     ,Uttar Pradesh,813,4168,995.2,117470.37,219.51,5.093333333
Gram,2013,Rabi       ,Uttar Pradesh,577214,265632,995.2,83401650.86,155847.78,0.641911765
Groundnut,2013,Kharif     ,Uttar Pradesh,96464,86157,995.2,13938083.36,26045.28,0.966785714
Guar seed,2013,Kharif     ,Uttar Pradesh,2381,1960,995.2,344030.69,642.87,0.829152542
Jowar,2013,Kharif     ,Uttar Pradesh,165145,173623,995.2,23861801.05,44589.15,0.958070175
Linseed,2013,Rabi       ,Uttar Pradesh,25804,10458,995.2,3728419.96,6967.08,0.397111111
Maize,2013,Kharif     ,Uttar Pradesh,695526,1277851,995.2,100496551.7,187792.02,1.702
Maize,2013,Rabi       ,Uttar Pradesh,13418,47674,995.2,1938766.82,3622.86,3.5572
Maize,2013,Summer     ,Uttar Pradesh,58002,106550,995.2,8380708.98,15660.54,1.840877193
Masoor,2013,Rabi       ,Uttar Pradesh,449264,310261,995.2,64914155.36,121301.28,0.862666667
Moong(Green Gram),2013,Kharif     ,Uttar Pradesh,38504,12350,995.2,5563442.96,10396.08,0.362181818
Moong(Green Gram),2013,Summer     ,Uttar Pradesh,41012,27381,995.2,5925823.88,11073.24,0.646825397
Onion,2013,Rabi       ,Uttar Pradesh,12232,248779,995.2,1767401.68,3302.64,20.33626667
Onion,2013,Summer     ,Uttar Pradesh,12195,164098,995.2,1762055.55,3292.65,13.33986301
Peas & beans (Pulses),2013,Rabi       ,Uttar Pradesh,357133,354267,995.2,51602147.17,96425.91,1.069733333
Potato,2013,Rabi       ,Uttar Pradesh,569806,12060013,995.2,82331268.94,153847.62,19.44533333
Rapeseed &Mustard,2013,Rabi       ,Uttar Pradesh,662625,671716,995.2,95742686.25,178908.75,0.939466667
Rice,2013,Kharif     ,Uttar Pradesh,5955306,14565665,995.2,860482163.9,1607932.62,2.396133333
Rice,2013,Summer     ,Uttar Pradesh,27063,70171,995.2,3910332.87,7307.01,2.479047619
Sannhamp,2013,Kharif     ,Uttar Pradesh,2020,573,995.2,291869.8,545.4,0.282903226
Sesamum,2013,Kharif     ,Uttar Pradesh,293360,43190,995.2,42387586.4,79207.2,0.140298507
Small millets,2013,Kharif     ,Uttar Pradesh,7526,6031,995.2,1087431.74,2032.02,0.775909091
Small millets,2013,Summer     ,Uttar Pradesh,53,74,995.2,7657.97,14.31,1.423333333
Soyabean,2013,Kharif     ,Uttar Pradesh,25502,14688,995.2,3684783.98,6885.54,0.57
Sugarcane,2013,Kharif     ,Uttar Pradesh,2228080,142045762,995.2,321935279.2,601581.6,59.1904
Sunflower,2013,Summer     ,Uttar Pradesh,3149,5042,995.2,454999.01,850.23,1.573888889
Sweet potato,2013,Kharif     ,Uttar Pradesh,16170,213687,995.2,2336403.3,4365.9,13.21790323
Tobacco,2013,Rabi       ,Uttar Pradesh,25435,139946,995.2,3675103.15,6867.45,5.3975
Tobacco,2013,Summer     ,Uttar Pradesh,1088,3344,995.2,157205.12,293.76,3.04625
Turmeric,2013,Rabi       ,Uttar Pradesh,1795,5195,995.2,259359.55,484.65,2.928604651
Urad,2013,Kharif     ,Uttar Pradesh,496901,221673,995.2,71797225.49,134163.27,0.506891892
Urad,2013,Summer     ,Uttar Pradesh,45092,26112,995.2,6515343.08,12174.84,0.615873016
Wheat,2013,Rabi       ,Uttar Pradesh,9839197,31492656,995.2,1421665575,2656583.19,3.2156
Arhar/Tur,2013,Kharif     ,Uttarakhand,2330,1880,1735.4,336661.7,629.1,0.793076923
Bajra,2013,Kharif     ,Uttarakhand,1,1,1735.4,144.49,0.27,1
Barley,2013,Rabi       ,Uttarakhand,21317,29054,1735.4,3080093.33,5755.59,1.491538462
Garlic,2013,Whole Year ,Uttarakhand,3173,20391,1735.4,458466.77,856.71,5.58173913
Gram,2013,Rabi       ,Uttarakhand,569,481,1735.4,82214.81,153.63,0.729090909
Groundnut,2013,Kharif     ,Uttarakhand,1218,1426,1735.4,175988.82,328.86,1.152857143
Horse-gram,2013,Kharif     ,Uttarakhand,10523,8474,1735.4,1520468.27,2841.21,0.792727273
Linseed,2013,Rabi       ,Uttarakhand,2,1,1735.4,288.98,0.54,0.5
Maize,2013,Kharif     ,Uttarakhand,23534,33712,1735.4,3400427.66,6354.18,1.412307692
Maize,2013,Summer     ,Uttarakhand,48,118,1735.4,6935.52,12.96,2.4325
Masoor,2013,Rabi       ,Uttarakhand,9839,8822,1735.4,1421637.11,2656.53,0.836153846
Moong(Green Gram),2013,Kharif     ,Uttarakhand,15,8,1735.4,2167.35,4.05,0.525
Moong(Green Gram),2013,Summer     ,Uttarakhand,10,5,1735.4,1444.9,2.7,0.5
Moth,2013,Kharif     ,Uttarakhand,27,11,1735.4,3901.23,7.29,0.26
Onion,2013,Whole Year ,Uttarakhand,2359,12452,1735.4,340851.91,636.93,5.754166667
Other  Rabi pulses,2013,Rabi       ,Uttarakhand,8,5,1735.4,1155.92,2.16,0.723333333
Other Kharif pulses,2013,Kharif     ,Uttarakhand,12906,11101,1735.4,1864787.94,3484.62,0.875
Peas & beans (Pulses),2013,Rabi       ,Uttarakhand,6244,6163,1735.4,902195.56,1685.88,0.742307692
Potato,2013,Kharif     ,Uttarakhand,9246,84730,1735.4,1335954.54,2496.42,9.480909091
Potato,2013,Rabi       ,Uttarakhand,5058,54900,1735.4,730830.42,1365.66,10.64153846
Ragi,2013,Kharif     ,Uttarakhand,108656,148803,1735.4,15699705.44,29337.12,1.480909091
Rapeseed &Mustard,2013,Rabi       ,Uttarakhand,12061,9167,1735.4,1742693.89,3256.47,0.698461538
Rice,2013,Kharif     ,Uttarakhand,246959,551758,1735.4,35683105.91,66678.93,1.736153846
Rice,2013,Summer     ,Uttarakhand,12420,41310,1735.4,1794565.8,3353.4,3.353333333
Sesamum,2013,Kharif     ,Uttarakhand,1798,467,1735.4,259793.02,485.46,0.274615385
Small millets,2013,Kharif     ,Uttarakhand,62135,76031,1735.4,8977886.15,16776.45,1.187272727
Soyabean,2013,Kharif     ,Uttarakhand,9172,14374,1735.4,1325262.28,2476.44,1.109166667
Sugarcane,2013,Whole Year ,Uttarakhand,106499,6061428,1735.4,15388040.51,28754.73,58.4
Sunflower,2013,Kharif     ,Uttarakhand,40,39,1735.4,5779.6,10.8,0.992
Tobacco,2013,Whole Year ,Uttarakhand,6,22,1735.4,866.94,1.62,3.67
Turmeric,2013,Whole Year ,Uttarakhand,702,1317,1735.4,101431.98,189.54,1.918
Urad,2013,Kharif     ,Uttarakhand,11132,8839,1735.4,1608462.68,3005.64,0.793076923
Urad,2013,Summer     ,Uttarakhand,66,27,1735.4,9536.34,17.82,0.41
Wheat,2013,Rabi       ,Uttarakhand,343637,848134,1735.4,49652110.13,92781.99,1.978461538
other oilseeds,2013,Kharif     ,Uttarakhand,61,36,1735.4,8813.89,16.47,0.6
other oilseeds,2013,Rabi       ,Uttarakhand,494,232,1735.4,71378.06,133.38,0.474
Arhar/Tur,2013,Rabi       ,Jharkhand,39731,57154,1253.6,5740732.19,10727.37,1.660869565
Gram,2013,Rabi       ,Jharkhand,38021,39216,1253.6,5493654.29,10265.67,0.990416667
Maize,2013,Autumn     ,Jharkhand,85854,136388,1253.6,12405044.46,23180.58,1.467916667
Masoor,2013,Rabi       ,Jharkhand,10592,8773,1253.6,1530438.08,2859.84,0.774444444
Onion,2013,Rabi       ,Jharkhand,3640,24604,1253.6,525943.6,982.8,21.76956522
Potato,2013,Rabi       ,Jharkhand,17421,102216,1253.6,2517160.29,4703.67,6.32375
Potato,2013,Winter     ,Jharkhand,22552,155407,1253.6,3258538.48,6089.04,7.315
Ragi,2013,Autumn     ,Jharkhand,22202,16373,1253.6,3207966.98,5994.54,1.137222222
Rapeseed &Mustard,2013,Rabi       ,Jharkhand,31770,32147,1253.6,4590447.3,8577.9,0.986521739
Rice,2013,Autumn     ,Jharkhand,154068,131682,1253.6,22261285.32,41598.36,0.854782609
Rice,2013,Winter     ,Jharkhand,933073,1366639,1253.6,134819717.8,251929.71,1.422083333
Sugarcane,2013,Whole Year ,Jharkhand,998,56340,1253.6,144201.02,269.46,49.495
Wheat,2013,Rabi       ,Jharkhand,73527,106208,1253.6,10623916.23,19852.29,1.550416667
Arhar/Tur,2013,Rabi       ,West Bengal,1483,2124,1939.9,214278.67,400.41,1.383333333
Bajra,2013,Kharif     ,West Bengal,144,42,1939.9,20806.56,38.88,0.33
Barley,2013,Rabi       ,West Bengal,2361,3395,1939.9,341140.89,637.47,1.40125
Castor seed,2013,Kharif     ,West Bengal,76,45,1939.9,10981.24,20.52,0.59
Coconut ,2013,Whole Year ,West Bengal,29300,370900000,1939.9,4233557,7911,12507.61667
Cotton(lint),2013,Kharif     ,West Bengal,364,1318,1939.9,52594.36,98.28,3.43
Gram,2013,Rabi       ,West Bengal,24903,29268,1939.9,3598234.47,6723.81,1.124166667
Groundnut,2013,Autumn     ,West Bengal,1903,1746,1939.9,274964.47,513.81,0.968888889
Groundnut,2013,Rabi       ,West Bengal,11969,21546,1939.9,1729400.81,3231.63,1.690833333
Groundnut,2013,Summer     ,West Bengal,55031,128321,1939.9,7951429.19,14858.37,2.4125
Horse-gram,2013,Kharif     ,West Bengal,1931,981,1939.9,279010.19,521.37,0.564444444
Jowar,2013,Kharif     ,West Bengal,25,7,1939.9,3612.25,6.75,0.28
Jute,2013,Kharif     ,West Bengal,566404,8771764,1939.9,81839713.96,152929.08,16.96777778
Khesari,2013,Rabi       ,West Bengal,30728,38132,1939.9,4439888.72,8296.56,1.117333333
Linseed,2013,Rabi       ,West Bengal,4315,1554,1939.9,623474.35,1165.05,0.367692308
Maize,2013,Autumn     ,West Bengal,43701,117402,1939.9,6314357.49,11799.27,2.767777778
Maize,2013,Rabi       ,West Bengal,46869,252419,1939.9,6772101.81,12654.63,3.530833333
Maize,2013,Summer     ,West Bengal,53334,250660,1939.9,7706229.66,14400.18,2.987222222
Masoor,2013,Rabi       ,West Bengal,65462,62747,1939.9,9458604.38,17674.74,0.841666667
Mesta,2013,Kharif     ,West Bengal,8443,110666,1939.9,1219929.07,2279.61,11.676
Moong(Green Gram),2013,Kharif     ,West Bengal,976,823,1939.9,141022.24,263.52,0.687777778
Moong(Green Gram),2013,Rabi       ,West Bengal,2003,1606,1939.9,289413.47,540.81,0.733
Moong(Green Gram),2013,Summer     ,West Bengal,21446,14571,1939.9,3098732.54,5790.42,0.804705882
Moth,2013,Rabi       ,West Bengal,15,13,1939.9,2167.35,4.05,0.87
Niger seed,2013,Kharif     ,West Bengal,3375,2531,1939.9,487653.75,911.25,0.565
Other  Rabi pulses,2013,Rabi       ,West Bengal,311,144,1939.9,44936.39,83.97,0.4775
Other Kharif pulses,2013,Kharif     ,West Bengal,879,587,1939.9,127006.71,237.33,0.536666667
Peas & beans (Pulses),2013,Rabi       ,West Bengal,12661,15014,1939.9,1829387.89,3418.47,1.246666667
Potato,2013,Rabi       ,West Bengal,409749,9020547,1939.9,59204633.01,110632.23,25.34722222
Potato,2013,Summer     ,West Bengal,2446,29352,1939.9,353422.54,660.42,12
Ragi,2013,Rabi       ,West Bengal,10107,11068,1939.9,1460360.43,2728.89,0.694
Rapeseed &Mustard,2013,Rabi       ,West Bengal,448591,478084,1939.9,64816913.59,121119.57,0.993888889
Rice,2013,Autumn     ,West Bengal,210036,493651,1939.9,30348101.64,56709.72,2.252777778
Rice,2013,Summer     ,West Bengal,1286995,4338142,1939.9,185957907.6,347488.65,3.127222222
Rice,2013,Winter     ,West Bengal,4016656,10545076,1939.9,580366625.4,1084497.12,2.626111111
Safflower,2013,Rabi       ,West Bengal,472,390,1939.9,68199.28,127.44,0.806666667
Sannhamp,2013,Kharif     ,West Bengal,782,3360,1939.9,112991.18,211.14,4.332857143
Sesamum,2013,Autumn     ,West Bengal,1065,777,1939.9,153881.85,287.55,0.697777778
Sesamum,2013,Summer     ,West Bengal,211131,196192,1939.9,30506318.19,57005.37,0.872352941
Sesamum,2013,Winter     ,West Bengal,1037,743,1939.9,149836.13,279.99,0.668571429
Small millets,2013,Autumn     ,West Bengal,986,657,1939.9,142467.14,266.22,0.53
Small millets,2013,Rabi       ,West Bengal,510,716,1939.9,73689.9,137.7,0.985
Soyabean,2013,Kharif     ,West Bengal,582,407,1939.9,84093.18,157.14,0.6225
Sugarcane,2013,Whole Year ,West Bengal,17021,1945042,1939.9,2459364.29,4595.67,104.2206667
Sunflower,2013,Kharif     ,West Bengal,6434,8717,1939.9,929648.66,1737.18,1.242666667
Tobacco,2013,Whole Year ,West Bengal,12570,22287,1939.9,1816239.3,3393.9,1.1625
Urad,2013,Kharif     ,West Bengal,60427,40267,1939.9,8731097.23,16315.29,0.575
Urad,2013,Rabi       ,West Bengal,9625,8543,1939.9,1390716.25,2598.75,0.69375
Wheat,2013,Rabi       ,West Bengal,331481,927837,1939.9,47895689.69,89499.87,2.538888889
Arhar/Tur,2014,Kharif     ,Bihar,19851,28542,1061,2996706.96,6550.83,1.456756757
Bajra,2014,Kharif     ,Bihar,3288,3729,1061,496356.48,1085.04,1.117142857
Barley,2014,Rabi       ,Bihar,12112,13434,1061,1828427.52,3996.96,1.101034483
Castor seed,2014,Kharif     ,Bihar,96,92,1061,14492.16,31.68,0.9875
Gram,2014,Rabi       ,Bihar,60002,57490,1061,9057901.92,19800.66,0.941333333
Groundnut,2014,Kharif     ,Bihar,574,587,1061,86651.04,189.42,1.017142857
Horse-gram,2014,Kharif     ,Bihar,8318,7960,1061,1255685.28,2744.94,0.964736842
Jowar,2014,Kharif     ,Bihar,1451,1550,1061,219042.96,478.83,1.075
Jute,2014,Kharif     ,Bihar,94801,1418710,1061,14311158.96,31284.33,14.64727273
Khesari,2014,Rabi       ,Bihar,60661,60055,1061,9157384.56,20018.13,0.885428571
Linseed,2014,Rabi       ,Bihar,16439,14155,1061,2481631.44,5424.87,0.864705882
Maize,2014,Autumn     ,Bihar,277416,825146,1061,41878719.36,91547.28,2.717368421
Maize,2014,Rabi       ,Bihar,251716,913784,1061,37999047.36,83066.28,3.269705882
Maize,2014,Summer     ,Bihar,177386,739815,1061,26778190.56,58537.38,3.988378378
Masoor,2014,Rabi       ,Bihar,152912,140063,1061,23083595.52,50460.96,0.826315789
Mesta,2014,Kharif     ,Bihar,16370,218409,1061,2471215.2,5402.1,13.15894737
Moong(Green Gram),2014,Kharif     ,Bihar,11016,9232,1061,1662975.36,3635.28,0.7175
Moong(Green Gram),2014,Summer     ,Bihar,156699,90725,1061,23655281.04,51710.67,0.638918919
Other  Rabi pulses,2014,Rabi       ,Bihar,1049,1049,1061,158357.04,346.17,1
Other Kharif pulses,2014,Kharif     ,Bihar,2706,2143,1061,408497.76,892.98,0.850833333
Peas & beans (Pulses),2014,Rabi       ,Bihar,17142,17313,1061,2587756.32,5656.86,0.989459459
Ragi,2014,Kharif     ,Bihar,6678,9843,1061,1008110.88,2203.74,1.402692308
Rapeseed &Mustard,2014,Rabi       ,Bihar,84445,92891,1061,12747817.2,27866.85,1.041891892
Rice,2014,Autumn     ,Bihar,581128,1010341,1061,87727082.88,191772.24,1.738965517
Rice,2014,Summer     ,Bihar,82265,181555,1061,12418724.4,27147.45,1.971764706
Rice,2014,Winter     ,Bihar,2599981,7049728,1061,392493131.8,857993.73,2.625263158
Safflower,2014,Rabi       ,Bihar,102,82,1061,15397.92,33.66,0.9
Sannhamp,2014,Kharif     ,Bihar,1362,1096,1061,205607.52,449.46,0.821176471
Sesamum,2014,Kharif     ,Bihar,2926,2558,1061,441708.96,965.58,0.899259259
Small millets,2014,Kharif     ,Bihar,2612,1978,1061,394307.52,861.96,0.7895
Sugarcane,2014,Whole Year ,Bihar,254338,15498951,1061,38394864.48,83931.54,64.80361111
Sunflower,2014,Rabi       ,Bihar,11645,16642,1061,1757929.2,3842.85,1.402173913
Tobacco,2014,Whole Year ,Bihar,10593,18669,1061,1599119.28,3495.69,1.788333333
Urad,2014,Kharif     ,Bihar,15725,14355,1061,2373846,5189.25,0.917407407
Wheat,2014,Rabi       ,Bihar,2154423,3570211,1061,325231696.1,710959.59,1.676315789
